entidad_a,enticve1,numeral,nombre1,presup1,presup2,presup3
24,24,27,INSTITUTO POTOSINO DE CULTURA FISICA Y DEPORTE,135400000,177147768,177147768
24,24,28,INSTITUTO POTOSINO DE LA JUVENTUD,9845459,9234568,9234568
24,24,29,SERVICIOS DE SALUD DE SAN LUIS POTOSI,4827392840,4736495257,4736495257
24,24,30,JUNTA ESTATAL DE CAMINOS,388574926,271639105,271639105
24,24,31,INSTITUTO ESTATAL DE INFRAESTRUCTURA FISICA EDUCATIVA,93018612,71072035,71072035
24,24,32,CONSEJO ESTATAL DE POBLACION,17669013,17034348,17034348
24,24,33,INSTITUTO DE DESARROLLO HUMANO Y SOCIAL DE LOS PUEBLOS INDIGENAS,16790146,15292402,15292402
24,24,34,SISTEMA ESTATAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,1715024274,1844325035,1844325035
24,24,35,INSTITUTO ESTATAL DE CIEGOS,4749415,4657483,4657483
24,24,36,PROMOTORA DEL ESTADO DE SAN LUIS POTOSI,26628573,28790802,28790802
24,24,37,CENTRO DE CONVENCIONES DE SAN LUIS POTOSI,30720173,34306190,34306190
24,24,38,INSTITUTO DE VIVIENDA DEL ESTADO,22734127,21958252,21958252
24,24,39,COMISION ESTATAL DEL AGUA,831721069,499885426,499885426
24,24,40,COMISION EJECUTIVA ESTATAL DE ATENCION A VICTIMAS,42686805,36423724,36423724
24,24,41,COORDINACION ESTATAL PARA EL FORTALECIMIENTO INSTITUCIONAL DE LOS MUNICIPIOS,27177495,29798245,29798245
24,24,42,INSTITUTO DE LAS MUJERES DEL ESTADO DE SAN LUIS POTOSI,33017454,55751505,55751505
24,24,43,INSTITUTO REGISTRAL Y CATASTRAL DEL ESTADO DE SAN LUIS POTOSI,26266163,27075761,27075761
24,24,44,CENTRO DE JUSTICIA PARA MUJERES DEL ESTADO DE SAN LUIS POTOSI,11684375,11116435,11116435
24,24,45,INSTITUTO DE TELEVISION PUBLICA DE SAN LUIS POTOSI XHSLS CANAL 9,9330920,10090556,10090556
24,24,46,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE SAN LUIS POTOSI,12409013,12091435,12091435
24,24,47,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION,8000000,8999946,8999946
24,24,48,INSTITUTO ESTATAL DE EDUCACION PARA ADULTOS,87044111,119943326,119943326
24,24,49,COLEGIO DE BACHILLERES,888042996,981358241,981358241
24,24,50,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE SAN LUIS POTOSI,124069117,132569738,132569738
24,24,51,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS,269328174,314501339,314501339
24,24,52,UNIVERSIDAD INTERCULTURAL,51747384,62159423,62159423
24,24,53,INSTITUTO TECNOLOGICO SUPERIOR DE EBANO,22096356,11834745,11834745
24,24,54,INSTITUTO TECNOLOGICO SUPERIOR DE TAMAZUNCHALE,55062911,31580581,31580581
24,24,55,UNIVERSIDAD TECNOLOGICA DE SAN LUIS POTOSI,98704727,110529126,110529126
24,24,56,INSTITUTO TECNOLOGICO SUPERIOR DE RIOVERDE,49745200,31472870,31472870
24,24,57,UNIVERSIDAD POLITECNICA DE SAN LUIS POTOSI,148869287,153494474,153494474
24,24,58,INSTITUTO TECNOLOGICO SUPERIOR DE SAN LUIS POTOSI CAPITAL,76975494,51062189,51062189
24,24,59,INSTITUTO POTOSINO DE BELLAS ARTES,35996191,38668741,38668741
24,24,60,MUSEO DEL VIRREINATO,4875197,5095282,5095282
24,24,61,CENTRO CULTURAL REAL DE CATORCE,1267520,1837416,1837416
24,24,62,MUSEO DEL FERROCARRIL,6946391,8860272,8860272
24,24,63,MUSEO DE ARTE CONTEMPORANEO,4614018,3515181,3515181
24,24,64,MUSEO LABERINTO DE LAS CIENCIAS Y LAS ARTES,43531837,30900547,30900547
24,24,65,CENTRO DE LAS ARTES DE SAN LUIS POTOSI,45757477,43236961,43236961
24,24,66,MUSEO FRANCISCO COSSIO,22912012,18319717,18319717
24,24,67,MUSEO FEDERICO SILVA ESCULTURA CONTEMPORANEA,7340629,5341343,5341343
24,24,68,CINETECA ALAMEDA,7098736,7996451,7996451
24,24,69,MUSEO NACIONAL DE LA MASCARA,8635136,9039391,9039391
24,24,70,INSTITUTO TEMAZCALLI PREVENCION Y REHABILITACION,52128571,59430675,59430675
24,24,71,INSTITUTO GERIATRICO DOCTOR NICOLAS AGUILAR,46075768,49887223,49887223
24,24,72,CENTRO DE ASISTENCIA SOCIAL ROSARIO CASTELLANOS,14028450,11241648,11241648
24,24,73,CENTRO DE ASISTENCIA SOCIAL RAFAEL NIETO,20940127,26837729,26837729
24,24,74,CENTRO DE ASISTENCIA SOCIAL MARGARITA MAZA DE JUAREZ,27652779,28446425,28446425
24,24,75,SISTEMA DE FINANCIAMIENTO PARA EL DESARROLLO DEL ESTADO DE SAN LUIS POTOSI,64670449,58083576,58083576
24,24,76,INSTITUTO DE CAPACITACION PARA EL TRABAJO DEL ESTADO DE SAN LUIS POTOSI,74400376,88664315,88664315
24,24,77,UNIVERSIDAD TECNOLOGICA METROPOLITANA DE SAN LUIS POTOSI,13944866,13814451,13814451
24,24,78,CENTRO ESTATAL DE TRASPLANTES,5415579,4047765,4047765
24,24,79,MUSEO CASA DEL REBOZO,2595022,2252503,2252503
25,25,1,OFICINA DEL GOBERNADOR,49352621,45104405,48342593
25,25,2,SECRETARIA GENERAL DE GOBIERNO,56824251,513750368,781509483
25,25,3,SECRETARIA DE ADMINISTRACION Y FINANZAS,556630535,530005880,1077635292
25,25,4,SECRETARIA DE EDUCACION PUBLICA Y CULTURA,5599751018,5248806911,5511916135
25,25,5,SECRETARIA DE SEGURIDAD PUBLICA,814369992,756136977,1014556255
25,25,6,SECRETARIA DE ECONOMIA,146640060,132650279,464614179
25,25,7,SECRETARIA DE SALUD,49505900,44956153,82207354
25,25,8,SECRETARIA DE TURISMO,174886171,165357769,172323299
25,25,9,SECRETARIA DE TRANSPARENCIA Y RENDICION DE CUENTAS,62037013,58009238,69279045
25,25,10,SECRETARIA DE PESCA Y ACUACULTURA,158983411,132300650,139293612
25,25,11,SECRETARIA DE LAS MUJERES,52533836,47895135,61691486
25,25,12,SECRETARIA DE BIENESTAR Y DESARROLLO SUSTENTABLE,671722155,604760309,1330279510
25,25,13,SECRETARIA DE OBRAS PUBLICAS,1171789644,692241359,1241842440
25,25,14,SECRETARIA DE AGRICULTURA Y GANADERIA,504819277,488805971,298804157
25,25,15,INSTITUTO ESTATAL DE PROTECCION CIVIL,55151423,49645374,45094238
25,25,16,COMISION ESTATAL DE ATENCION INTEGRAL A VICTIMAS,26743247,25606340,28968921
25,25,17,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE SINALOA,25202722,0,1596974
25,25,18,INSTITUTO DE LA DEFENSORIA PUBLICA DEL ESTADO,77222191,72924726,68207464
25,25,19,CONSEJO ESTATAL DE POBLACION,6287867,6282369,5201818
25,25,20,ARCHIVO HISTORICO GENERAL DEL ESTADO,8333150,8327802,7532847
25,25,21,DELEGACION DE RELACIONES EXTERIORES,8047998,7687998,7743128
25,25,22,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL DE PROTECCION INTEGRAL DE LOS DERECHOS DE NIÑAS NIÑOS Y ADOLESCENTES,9996084,9953394,8045915
25,25,23,COMISION ESTATAL DE BUSQUEDA DE PERSONAS DESAPARECIDAS,16830979,15839782,36835028
25,25,24,TRIBUNAL LOCAL DE CONCILIACION Y ARBITRAJE,7506366,7138458,7006696
25,25,25,PROCURADURIA FISCAL,10265726,9615233,9801790
25,25,26,INSTITUTO CATASTRAL DEL ESTADO DE SINALOA,74067279,73258009,66342474
25,25,27,SERVICIO DE ADMINISTRACION TRIBUTARIA DEL ESTADO DE SINALOA,584447935,427802073,686458509
25,25,28,COORDINACION DE COMUNICACION SOCIAL,31341923,29695137,27227443
25,25,29,COORDINACION DE ASESORES,8987555,8230635,16131076
25,25,30,JUNTA LOCAL DE CONCILIACION Y ARBITRAJE,45928637,43742113,58789884
25,25,31,INSTITUTO SINALOENSE DE DESARROLLO SOCIAL,6212703,5884101,6196978
25,25,32,COMISION PARA LA ATENCION DE LAS COMUNIDADES INDIGENAS DE SINALOA,17058341,15515937,15574785
25,25,33,COORDINACION GENERAL DE DESARROLLO TECNOLOGICO Y PROYECTOS ESPECIALES,123160267,111235722,134758902
25,25,34,FOMENTO A LA INVESTIGACION CIENTIFICA,111696235,0,87358417
25,25,35,CENTRO ESTATAL DE EVALUACION Y CONTROL DE CONFIANZA,44511353,41221886,47852118
25,25,36,UNIVERSIDAD DE LA POLICIA DEL ESTADO DE SINALOA,32838957,0,19651919
25,25,37,COLEGIO DE BACHILLERES DEL ESTADO DE SINALOA,1463363910,1372778112,1475396405
25,25,38,UNIVERSIDAD AUTONOMA DE OCCIDENTE,722365245,668645164,734544671
25,25,39,UNIVERSIDAD AUTONOMA DE SINALOA,7396111161,6812608290,7324729213
25,25,40,ESCUELA NORMAL DE ESPECIALIZACION DEL ESTADO DE SINALOA,46976080,44310054,39761076
25,25,41,INSTITUTO SINALOENSE DE CULTURA FISICA Y EL DEPORTE,143845459,118136893,164115793
25,25,42,COLEGIO DE SINALOA,16603743,14316743,14302293
25,25,43,INSTITUTO SINALOENSE DE CULTURA,166729879,157292339,164703666
25,25,44,UNIVERSIDAD AUTONOMA INDIGENA DE MEXICO,117980971,114900042,152205532
25,25,45,SERVICIOS DE EDUCACION PUBLICA DESCENTRALIZADA DEL ESTADO DE SINALOA,12800085126,11922222932,13369878451
25,25,46,UNIVERSIDAD POLITECNICA DE SINALOA,119526999,110673147,99835313
25,25,47,INSTITUTO SINALOENSE DE LA INFRAESTRUCTURA FISICA EDUCATIVA,532728468,492768139,623085316
25,25,48,INSTITUTO TECNOLOGICO SUPERIOR DE GUASAVE,35491470,33801400,32284596
25,25,49,INSTITUTO TECNOLOGICO SUPERIOR DE ELDORADO,24826562,22826562,19369973
25,25,50,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE SINALOA,433840636,379817901,445829414
25,25,51,UNIVERSIDAD POLITECNICA DEL MAR Y LA SIERRA,22791007,19566865,21428505
25,25,52,UNIVERSIDAD POLITECNICA DEL VALLE DEL EVORA,18680907,16680907,19621256
25,25,53,UNIVERSIDAD TECNOLOGICA DE CULIACAN,25660353,24338421,24853104
25,25,54,UNIVERSIDAD TECNOLOGICA DE ESCUINAPA,27264159,25720904,24386256
25,25,55,INSTITUTO SINALOENSE PARA LA EDUCACION DE JOVENES Y ADULTOS,109134383,104307816,100280782
25,25,56,UNIVERSIDAD PEDAGOGICA DEL ESTADO DE SINALOA,152008331,148416011,169145951
25,25,57,CENTRO DE ESTUDIOS DE BACHILLERATO,16775666,15383988,13224493
25,25,58,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE SINALOA,33144213,29881311,35853831
25,25,59,ESCUELA NORMAL EXPERIMENTAL DE EL FUERTE,9683870,8966546,9802428
25,25,60,CIUDAD EDUCADORA DEL SABER DE SINALOA,2950221,1950221,1963322
25,25,61,SISTEMA SINALOENSE DE RADIO Y TELEVISION,7243634,6585122,7388102
25,25,62,ESCUELA NORMAL DE SINALOA,114002293,114002057,118149779
25,25,63,ESCUELA LIBRE DE DERECHO,3543552,3543552,3543552
25,25,64,DESARROLLO URBANO TRES RIOS,14000000,13200000,4246345
25,25,65,PREESFORZADOS CONCRETOS Y AGREGADOS DE SINALOA,404420305,356020961,533502758
25,25,66,INSTITUTO DE CAPACITACION PARA EL TRABAJO DEL ESTADO DE SINALOA,264011141,247389111,254839446
25,25,67,COMISION ESTATAL DE MEJORA REGULATORIA Y GESTION EMPRESARIAL,22811501,21296941,21236941
25,25,68,CONSEJO PARA EL DESARROLLO ECONOMICO DE SINALOA,31097562,28597562,28597562
25,25,69,ADMINISTRACION DE LA BENEFICENCIA PUBLICA DEL ESTADO DE SINALOA,2568724,2568724,2394561
25,25,70,COMISION DE ARBITRAJE MEDICO DEL ESTADO DE SINALOA,3501008,3494158,3117915
25,25,71,COMISION ESTATAL PARA LA PROTECCION CONTRA RIESGOS SANITARIOS DE SINALOA,9432116,8733440,10271343
25,25,72,COMISION ESTATAL DE PREVENCION TRATAMIENTO Y CONTROL DE LAS ADICCIONES,3706258,3485310,18195184
25,25,73,CENTRO DE REHABILITACION PARA LA JUVENTUD,8000000,8000000,5500000
25,25,74,HOSPITAL CIVIL DE CULIACAN,551034112,482783850,480132524
25,25,75,DESARROLLO INTEGRAL DE LA FAMILIA,735805852,698667806,796419349
25,25,76,SERVICIOS DE SALUD DE SINALOA,6338702231,5909063730,6239302042
25,25,77,JUNTA DE ASISTENCIA PRIVADA DEL ESTADO DE SINALOA,6474492,6472247,5032247
25,25,78,INSTITUTO SINALOENSE DE ACUACULTURA Y PESCA,3899721,3893223,3979231
25,25,79,CONSEJO ESTATAL PARA LA PREVENCION Y ATENCION DE LA VIOLENCIA FAMILIAR,18028565,15417854,16621486
25,25,80,CENTRO DE JUSTICIA PARA MUJERES,20020168,15270201,28336182
25,25,81,INSTITUTO SINALOENSE DE LA JUVENTUD,8980216,8271650,8271650
25,25,82,COMISION ESTATAL DE AGUA POTABLE Y ALCANTARILLADO DE SINALOA,47310869,47123651,94755649
25,25,83,COMISION DE VIVIENDA DEL ESTADO DE SINALOA,31187628,31187628,10591673
25,25,84,VIVEROS DE SINALOA,1971420,1914000,1842000
26,26,1,EJECUTIVO DEL ESTADO,102748799,101232057,205014944
26,26,2,SECRETARIA DE AGRICULTURA GANADERIA RECURSOS HIDRAULICOS PESCA Y ACUACULTURA,1374501943,1374501943,2411256576
26,26,3,SECRETARIA DE DESARROLLO SOCIAL,NSS,NSS,NSS
26,26,4,SECRETARIA DE ECONOMIA,586276148,606276148,467184340
26,26,5,SECRETARIA DE EDUCACION Y CULTURA,522124606,4982141851,5365290904
26,26,6,SECRETARIA DE GOBIERNO,1085695981,1002789070,1402612105
26,26,7,SECRETARIA DE HACIENDA,1501556242,1377212865,1835239113
26,26,8,SECRETARIA DE INFRAESTRUCTURA Y DESARROLLO URBANO,NSS,NSS,NSS
26,26,9,SECRETARIA DE LA CONSEJERIA JURIDICA,30923296,92850176,105690698
26,26,10,SECRETARIA DE LA CONTRALORIA GENERAL,203213040,203213040,193659194
26,26,11,SECRETARIA DE SALUD PUBLICA,7336051445,139557419,153539370
26,26,12,SECRETARIA DE SEGURIDAD PUBLICA,2558943718,2558943718,2751259843
26,26,13,SECRETARIA DE TURISMO,195850005,82077467,149865745
26,26,14,SECRETARIA DEL TRABAJO,143587389,14556918200,808408215
26,26,15,OFICIALIA MAYOR,NSS,NSS,NSS
26,26,16,CENTRO DE EVALUACION Y CONTROL DE CONFIANZA DEL ESTADO DE SONORA,69873134,69873134,48349170
26,26,17,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE SONORA,27579901,2757990,18609012
26,26,18,CENTRO ESTATAL DE TRASPLANTES,NSS,NSS,NSS
26,26,19,CENTRO REGIONAL DE FORMACION PROFESIONAL DOCENTE DE SONORA,244799472,339067014,315084234
26,26,20,COLEGIO DE BACHILLERES DEL ESTADO,1163104016,1163104016,1163124014
26,26,21,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE SONORA,472279433,468856270,493877286
26,26,22,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE SONORA,931185300,912734085,969745834
26,26,23,COMISION DE ECOLOGIA Y DESARROLLO SUSTENTABLE DEL ESTADO DE SONORA,169694882,106722444,143715291
26,26,24,COMISION DE VIVIENDA DEL ESTADO DE SONORA,52565250,24033735,38345033
26,26,25,COMISION EJECUTIVA DE ATENCION A VICTIMAS,NSS,NSS,NSS
26,26,26,COMISION DEL DEPORTE DEL ESTADO DE SONORA,604871737,105019232,316883079
26,26,27,COMISION ESTATAL DEL AGUA,NSS,NSS,NSS
26,26,28,COMISION ESTATAL PARA EL DESARROLLO DE LOS PUEBLOS Y COMUNIDADES INDIGENAS DE SONORA,45472206,11270565,34056081
26,26,29,COMITE DE CAMPAÑA DE ERRADICACION DE LA TUBERCULOSIS Y BRUCELOSIS BOVINA DEL ESTADO DE SONORA,NSS,NSS,NSS
26,26,30,CONSEJO ESTATAL DE CIENCIA Y TECNOLOGIA,94573707,4631706,32073649
26,26,31,CONSEJO ESTATAL DE CONCERTACION PARA LA OBRA PUBLICA,243338586,243338586,382588071
26,26,32,CONSEJO SONORENSE REGULADOR DEL BACANORA,NSS,NSS,NSS
26,26,33,COORDINACION ESTATAL DE PROTECCION CIVIL,69771427,62008084,76580728
26,26,34,FIDEICOMISO FONDO REVOLVENTE SONORA,10045378,10045378,9057321
26,26,35,FIDEICOMISO MAESTRO PARA EL FINANCIAMIENTO DEL SECTOR AGROPECUARIO EN SONORA,NSS,NSS,NSS
26,26,36,FIDEICOMISO OPERADORA DE PROYECTOS ESTRATEGICOS DEL ESTADO DE SONORA IMPULSOR,14673593,14673593,8137255
26,26,37,FIDEICOMISO PUENTE COLORADO,NSS,NSS,NSS
26,26,38,FINANCIERA PARA EL DESARROLLO ECONOMICO DE SONORA,NSS,NSS,NSS
26,26,39,FONDO DE OPERACION DE OBRAS SONORA SI,NSS,NSS,NSS
26,26,40,FONDO ESTATAL DE SOLIDARIDAD,5000000,1000000,1019999
26,26,41,INSTITUTO DE MOVILIDAD Y TRANSPORTE DEL ESTADO DE SONORA,NSS,NSS,361684908
26,26,42,INSTITUTO DE ACUACULTURA DEL ESTADO DE SONORA,NSS,NSS,NSS
26,26,43,INSTITUTO DE BECAS Y CREDITO EDUCATIVO DEL ESTADO DE SONORA,366591791,644793531,602475424
26,26,44,INSTITUTO DE CAPACITACION PARA EL TRABAJO DEL ESTADO DE SONORA,16921236,133444669,320696938
26,26,45,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO DE SONORA,9907213885,9907213885,9524143955
26,26,46,INSTITUTO SONORENSE DE CULTURA,293340581,172535799,183892254
26,26,47,INSTITUTO SONORENSE DE EDUCACION PARA LOS ADULTOS,156572457,155830343,150036574
26,26,48,INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA,NSS,NSS,NSS
26,26,49,INSTITUTO SONORENSE DE LA JUVENTUD,63404400,20110812,30656674
26,26,50,INSTITUTO SONORENSE DE LAS MUJERES,65537789,65537789,52932750
26,26,51,INSTITUTO SONORENSE PARA LA ATENCION DE ADULTOS MAYORES,9181421,2000000,1881436
26,26,52,INSTITUTO SUPERIOR DE SEGURIDAD PUBLICA DEL ESTADO,90010764,90010764,161265582
26,26,53,INSTITUTO TECNOLOGICO SUPERIOR DE CAJEME,152915,152915,99407992
26,26,54,INSTITUTO TECNOLOGICO SUPERIOR DE CANANEA,66868057,66868057,94934396
26,26,55,INSTITUTO TECNOLOGICO SUPERIOR DE PUERTO PEÑASCO,27298567,19407508,22943347
26,26,56,JUNTA DE CAMINOS DEL ESTADO DE SONORA,166656534,166656534,NSS
26,26,57,PROCURADURIA AMBIENTAL DEL ESTADO DE SONORA,17242492,17242492,21357823
26,26,58,PROGRESO FIDEICOMISO PROMOTOR URBANO DE SONORA,70856287,70856287,73347111
26,26,59,PROSONORA,354515044,45226587,33110748
26,26,60,RADIO SONORA,36757268,26719840,61776638
26,26,61,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION,12984,12984,12984080
26,26,62,SERVICIO DE ADMINISTRACION Y ENAJENACION DE BIENES DE ENTIDADES DEL GOBIERNO DEL ESTADO DE SONORA,4083334,3346471,3440907
26,26,63,SERVICIOS DE SALUD DE SONORA,6247668778,6035383161,6325583990
26,26,64,SERVICIOS EDUCATIVOS DEL ESTADO DE SONORA,9414900510,9528331202,10149833536
26,26,65,SISTEMA ESTATAL DE TELEVISION SONORENSE,NSS,NSS,NSS
26,26,66,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA SONORA,994673545,706246216,485226684
26,26,67,TELEFONIA RURAL DE SONORA,347580,8212751,38732715
26,26,68,TELEVISORA DE HERMOSILLO SA DE CV TELEMAX,110733675,108720923,161695823
26,26,69,UNIVERSIDAD DE LA SIERRA,55477429,55477429,55477429
26,26,70,UNIVERSIDAD ESTATAL DE SONORA,896594882,775362070,818212960
26,26,71,UNIVERSIDAD TECNOLOGICA DE ETCHOJOA,22217795,18457620,23652043
26,26,72,UNIVERSIDAD TECNOLOGICA DE GUAYMAS,36684736,28340883,52769805
26,26,73,UNIVERSIDAD TECNOLOGICA DE HERMOSILLO,168329489,129999141,157198564
26,26,74,UNIVERSIDAD TECNOLOGICA DE NOGALES,108068,116437184,220536577
26,26,75,UNIVERSIDAD TECNOLOGICA DE PUERTO PEÑASCO,25567993,20978204,26643293
26,26,76,UNIVERSIDAD TECNOLOGICA DE SAN LUIS RIO COLORADO,39544087,48109092,94808728
26,26,77,UNIVERSIDAD TECNOLOGICA DEL SUR DE SONORA,64690887,64690888,132955791
27,27,1,GUBERNATURA,407697605,407697605,542416968
27,27,2,COORDINACION GENERAL DE ASUNTOS JURIDICOS,84052654,84052654,83463316
27,27,3,SECRETARIA DE ADMINISTRACION E INNOVACION GUBERNAMENTAL,620741496,620741496,638901968
27,27,4,SECRETARIA DE BIENESTAR SUSTENTABILIDAD Y CAMBIO CLIMATICO,381562179,381562179,415423044
27,27,5,SECRETARIA DE CULTURA,322147984,322147984,337757813
27,27,6,SECRETARIA DE DESARROLLO AGROPECUARIO FORESTAL Y PESCA,385097681,385097681,409227225
27,27,7,SECRETARIA DE EDUCACION,13072877538,13072877538,14805450200
27,27,8,SECRETARIA DE FINANZAS,3439257190,3439257190,5806070116
27,27,9,SECRETARIA DE GOBIERNO,656854464,656854464,864875310
27,27,10,SECRETARIA DE LA FUNCION PUBLICA,139775061,139775061,157542204
27,27,11,SECRETARIA DE MOVILIDAD,212674280,212674280,131844384
27,27,12,SECRETARIA DE ORDENAMIENTO TERRITORIAL Y OBRAS PUBLICAS,780790495,780790495,1238675606
27,27,13,SECRETARIA DE SALUD,9413752751,9413752751,10484973701
27,27,14,SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA,2753609718,2753609718,2710586228
27,27,15,SECRETARIA DE TURISMO,72554322,72554322,71679121
27,27,16,SECRETARIA PARA EL DESARROLLO ECONOMICO Y LA COMPETITIVIDAD,228587437,228587437,177333783
27,27,17,SECRETARIA PARA EL DESARROLLO ENERGETICO,86856329,86856329,379156329
27,27,18,CENTRAL DE MAQUINARIA DE TABASCO,130684429,130684429,123827833
27,27,19,CENTRO DE INTERPRETACION Y CONVIVENCIA CON LA NATURALEZA,57189641,57189641,66499243
27,27,20,COMISION DE RADIO Y TELEVISION DE TABASCO,67647531,67647531,68783076
27,27,21,COORDINACION ESTATAL PARA LA REGULARIZACION DE LA TENENCIA DE LA TIERRA,18607236,18607236,18243038
27,27,22,INSTITUTO DE LA JUVENTUD Y EL DEPORTE DE TABASCO,75559889,75559889,82280586
27,27,23,JUNTA ESTATAL DE CAMINOS,226422551,226422551,288537160
27,27,24,CENTRAL DE ABASTO DE VILLAHERMOSA,22165316,22165316,25855701
27,27,25,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE TABASCO,8181559,8181559,8179394
27,27,26,COLEGIO DE BACHILLERES DE TABASCO,1736223447,1736223447,2180444204
27,27,27,COLEGIO DE EDUCACION PROFESIONAL TECNICO DEL ESTADO DE TABASCO,161362203,161362203,169915289
27,27,28,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE TABASCO,424493703,424493703,594427380
27,27,29,COMISION ESTATAL DE AGUA Y SANEAMIENTO,815359437,815359437,1411637372
27,27,30,COMISION ESTATAL DE CONCILIACION Y ARBITRAJE MEDICO,8301614,8301614,8143957
27,27,31,CONSEJO DE CIENCIA Y TECNOLOGIA DEL ESTADO DE TABASCO,13544500,13544500,21627478
27,27,32,INSTITUTO DE BENEFICENCIA PUBLICA DEL ESTADO DE TABASCO,8784441,8784441,8497750
27,27,33,INSTITUTO DE EDUCACION PARA ADULTOS DE TABASCO,121207781,121207781,123945172
27,27,34,INSTITUTO DE FORMACION PARA EL TRABAJO DEL ESTADO DE TABASCO,111913293,111913293,103476790
27,27,35,INSTITUTO DE PROTECCION CIVIL DEL ESTADO DE TABASCO,69154207,69154207,100806931
27,27,36,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE TABASCO,527999325,527999325,543797761
27,27,37,INSTITUTO DE VIVIENDA DE TABASCO,78152334,78152334,90027619
27,27,38,INSTITUTO ESTATAL DE LAS MUJERES,43381543,43381543,49110299
27,27,39,INSTITUTO PARA EL FOMENTO DE LAS ARTESANIAS DE TABASCO,26201514,26201514,24657718
27,27,40,INSTITUTO TABASQUEÑO DE LA INFRAESTRUCTURA FISICA EDUCATIVA,23748589,23748589,25703487
27,27,41,INSTITUTO TECNOLOGICO SUPERIOR DE CENTLA,72350740,72350740,72338875
27,27,42,INSTITUTO TECNOLOGICO SUPERIOR DE COMALCALCO,120763878,120763878,108734103
27,27,43,INSTITUTO TECNOLOGICO SUPERIOR DE LA REGION SIERRA,70383926,70383926,73291434
27,27,44,INSTITUTO TECNOLOGICO SUPERIOR DE LOS RIOS,82042442,82042442,84816831
27,27,45,INSTITUTO TECNOLOGICO SUPERIOR DE MACUSPANA,70075657,70075657,72463962
27,27,46,INSTITUTO TECNOLOGICO SUPERIOR DE VILLA LA VENTA HUIMANGUILLO,78136679,78136679,104438451
27,27,47,MUSEO INTERACTIVO PAPAGAYO,21373968,21373968,20981071
27,27,48,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION,23050906,23050906,23200906
27,27,49,SERVICIO ESTATAL DE ADMINISTRACION DE BIENES ASEGURADOS ABANDONADOS O DECOMISADOS DEL ESTADO DE TABASCO,8913204,8913204,9500739
27,27,50,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,1084509663,1084509663,1125432001
27,27,51,UNIVERSIDAD INTERCULTURAL DEL ESTADO DE TABASCO,59869910,59869910,65876821
27,27,52,UNIVERSIDAD POLITECNICA DEL CENTRO,37575607,37575607,34681960
27,27,53,UNIVERSIDAD POLITECNICA DEL GOLFO DE MEXICO,49983311,49983311,57905979
27,27,54,UNIVERSIDAD POLITECNICA MESOAMERICANA,26094740,26094740,31014056
27,27,55,UNIVERSIDAD POPULAR DE LA CHONTALPA,186430854,186430854,232928962
27,27,56,UNIVERSIDAD TECNOLOGICA DE TABASCO,136722774,136722774,159535505
27,27,57,UNIVERSIDAD TECNOLOGICA DEL USUMACINTA,36680862,36680862,40055983
27,27,58,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,2444343904,2444343904,2582207163
27,27,59,ADMINISTRACION PORTUARIA INTEGRAL,5700000,5700000,5700000
27,27,60,MOVILIDAD INTEGRAL DE TABASCO,30000000,30000000,40000000
27,27,61,ESPECTACULOS DEPORTIVOS DE TABASCO,8000000,8000000,19668374
28,28,1,JEFE DE LA OFICINA DEL GOBERNADOR,173329871,252312138,251016568
28,28,2,SECRETARIA GENERAL DE GOBIERNO,1815969842,2001905123,1911714751
28,28,3,SECRETARIA DE FINANZAS,3954375611,4784593923,4772593425
28,28,4,SECRETARIA DE ADMINISTRACION,782094994,1451676926,1449217786
28,28,5,SECRETARIA DE BIENESTAR SOCIAL,505278607,981508279,973185711
28,28,6,SECRETARIA DE DESARROLLO ECONOMICO,107860041,135019334,134767667
28,28,7,SECRETARIA DE DESARROLLO RURAL,113306880,168713023,168425362
28,28,8,SECRETARIA DE DESARROLLO URBANO Y MEDIO AMBIENTE,1012052059,109325211,108889447
